,Unnamed: 0,age_certification,description,genres,id,imdb_id,imdb_score,imdb_votes,production_countries,release_year,runtime,seasons,title,tmdb_id,tmdb_popularity,tmdb_score,type,budget,revenue,winst
3066,3593,R,"Lucas, a 14-year-old boy inducted into the gang life in Washington D.C., is determined that his 10-year-old brother won't follow the same path. When an Afghanistan war veteran comes into the neighborhood, an opportunity arises.","['thriller', 'drama', 'action', 'crime', 'european']",tm455059,tt7903530,5.2,4181.0,"['BG', 'US']",2019,93,,We Die Young,538207,17.605,6.9,MOVIE,4000000.0,143837.0,-3856163.0
3068,4141,,"Kabir, a genius yet hostile medical student, falls in love with Preeti from his college. When Preeti's father spots the couple kissing, he opposes their relationship and decides to marry her off.","['drama', 'romance', 'crime', 'action']",tm455197,tt8983202,7.0,31918.0,['IN'],2019,172,,Kabir Singh,577328,7.633,6.9,MOVIE,8751000.0,55478164.0,46727164.0
3177,4694,R,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,"['drama', 'action']",tm463762,tt8178634,8.0,87515.0,['IN'],2022,187,,RRR,579974,53.526,7.8,MOVIE,69000000.0,160000000.0,91000000.0
3191,283,R,"Arthur and his two children, Kathy and Bobby, inherit his Uncle Cyrus's estate: a glass house that serves as a prison to 12 ghosts. When the family, accompanied by Bobby's Nanny and an attorney, enter the house they find themselves trapped inside an evil machine ""designed by the devil and powered by the dead"" to open the Eye of Hell. Aided by Dennis, a ghost hunter, and his rival Kalina, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive.","['horror', 'thriller', 'fantasy']",tm46436,tt0245674,5.6,87083.0,"['CA', 'US']",2001,91,,Thir13en Ghosts,9378,50.592,6.2,MOVIE,42000000.0,68467960.0,26467960.0
3202,3884,PG-13,"When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone era may offer some wisdom.","['romance', 'comedy', 'drama']",tm464888,tt1275863,6.8,16075.0,['IN'],2020,141,,Love Aaj Kal,19663,3.983,6.1,MOVIE,12500000.0,20794985.0,8294985.0
3208,4997,,"A gutsy crew of Joseon pirates and bandits battle stormy waters, puzzling clues and militant rivals in search of royal gold lost at sea.","['action', 'comedy', 'history']",tm465421,tt17491040,6.0,3367.0,['KR'],2022,126,,The Pirates: The Last Royal Treasure,591120,94.042,6.6,MOVIE,19597380.0,10247262.0,-9350118.0
3221,5309,,"A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.","['action', 'thriller', 'crime']",tm466544,tt9531772,6.3,75952.0,['IN'],2021,145,,Sooryavanshi,592508,121.867,5.7,MOVIE,13000000.0,37700000.0,24700000.0
3250,612,,"Balakrishnan and Ashok are two childhood friends who lose touch with each other. One of them goes on to become a national figure and the other, a village barber.","['drama', 'family', 'comedy']",tm46867,tt1273218,4.8,1034.0,['IN'],2008,160,,Kuselan,53876,1.006,6.3,MOVIE,9900000.0,1000000.0,-8900000.0
3303,5170,,"On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies.","['drama', 'history', 'sport']",tm473502,tt7518786,7.5,35093.0,['IN'],2021,163,,83,601337,10.441,7.0,MOVIE,36786988.0,25452983.0,-11334005.0
3374,4066,,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.","['romance', 'action', 'crime', 'drama', 'thriller']",tm483602,tt9877170,6.5,10490.0,['IN'],2020,135,,Malang,661043,4.904,7.4,MOVIE,7907534.0,11136444.0,3228910.0
3382,116,R,The church enlists a team of vampire-hunters to hunt down and destroy a group of vampires searching for an ancient relic that will allow them to exist in sunlight.,"['fantasy', 'action', 'horror', 'thriller']",tm49178,tt0120877,6.1,58670.0,['US'],1998,104,,Vampires,9945,10.108,6.3,MOVIE,20000000.0,20308772.0,308772.0
3398,677,PG-13,"In a world connected by YouTube, iTunes, and Facebook, Lola and her friends navigate the peer pressures of high school romance and friendship while dodging their sometimes overbearing and confused parents. When Lola's mom, Anne, ""accidentally"" reads her teenage daughter's racy journal, she realizes just how wide their communication gap has grown.","['drama', 'comedy', 'romance']",tm49592,tt1592873,4.3,55976.0,['US'],2012,92,,LOL,80271,14.465,6.1,MOVIE,11000000.0,10500000.0,-500000.0
3404,156,R,"Single mother Diana struggles to provide for her child and pay for her college education. When she meets two dancers from a nearby gentlemen's club, Diana's convinced there's fast money to be made stripping.","['comedy', 'drama']",tm49839,tt0119905,5.9,6676.0,['US'],1998,104,,The Players Club,19848,9.25,6.3,MOVIE,4500000.0,23261485.0,18761485.0
3407,3210,R,"Two years after aliens land on Earth, survivors from Sydney, Australia, fight in a desperate war as the number of casualties continue to grow.","['scifi', 'action']",tm499045,tt8615822,5.2,14219.0,['AU'],2020,128,,Occupation: Rainfall,688258,16.63,6.5,MOVIE,25000000.0,331091.0,-24668909.0
3410,4822,R,Three generations of women fight back against those who could take everything from them.,"['action', 'thriller', 'crime']",tm501313,tt8368408,6.0,42709.0,"['FR', 'DE', 'US']",2021,114,,Gunpowder Milkshake,574060,106.522,6.398,MOVIE,30000000.0,344931.0,-29655069.0
3428,3802,,A young silver dragon teams up with a mountain spirit and an orphaned boy on a journey through the Himalayas in search for the Rim of Heaven.,"['animation', 'comedy', 'family', 'fantasy', 'action', 'european']",tm518467,tt7080422,5.6,1597.0,"['ES', 'BE', 'DE']",2020,91,,Dragon Rider,523366,14.144,7.3,MOVIE,17830000.0,3175644.0,-14654356.0
3450,115,PG-13,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.","['drama', 'comedy', 'european']",tm53991,tt0142342,6.4,215053.0,['US'],1999,93,,Big Daddy,9032,26.848,6.45,MOVIE,34200000.0,234801895.0,200601895.0
3455,513,PG-13,Two straight guys who pretend to be a gay couple to secure a posh Miami apartment fall for their gorgeous roommate. Hilarity ensures as Kunal and Sameer strive to convince everyone they are gay while secretly trying to win Neha's heart.,"['drama', 'romance', 'comedy']",tm54147,tt1185420,6.5,15063.0,"['IN', 'US']",2008,142,,Dostana,14071,8.613,6.2,MOVIE,10000000.0,20000000.0,10000000.0
3457,43,R,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.","['horror', 'thriller', 'european']",tm54450,tt0085333,6.7,81922.0,['US'],1983,110,,Christine,8769,23.418,6.8,MOVIE,9700000.0,21200000.0,11500000.0
3462,167,PG-13,"Journalist Amar falls for a mysterious woman on an assignment, but she does not reciprocate his feelings. However, when Amar is about to get married, the woman shows up at his doorstep asking for help.","['drama', 'romance']",tm55100,tt0164538,7.5,28586.0,['IN'],1998,163,,Dil Se..,21210,7.811,6.8,MOVIE,5200000.0,13000000.0,7800000.0
3463,144,R,"From Toni Basil to the Eurythmics, from friendship bracelets to whip-it's, the summer of 1984 was about as 80s as the 80s ever got. Stuck right in the middle of it is Eric Hunter, heading towards his senior year, and passing the summer working at a local amusement park in the fast food restaurant. He is joined by his long time girl/friend Maggie, as they don their ugly brown polyester uniforms and face the world.","['romance', 'drama', 'comedy']",tm55369,tt0138414,6.8,6549.0,['US'],1998,104,,Edge of Seventeen,4927,6.276,6.5,MOVIE,1500000.0,870751.0,-629249.0
3474,113,PG,"Book superstore magnate, Joe Fox and independent book shop owner, Kathleen Kelly fall in love in the anonymity of the Internet—both blissfully unaware that he's trying to put her out of business.","['comedy', 'romance', 'drama']",tm56574,tt0128853,6.7,211635.0,['US'],1998,119,,You've Got Mail,9489,21.724,6.643,MOVIE,65000000.0,250821495.0,185821495.0
3481,317,PG-13,A sheriff's deputy fights an alternate universe version of himself who grows stronger with each alternate self he kills.,"['thriller', 'action', 'scifi']",tm57190,tt0267804,5.9,92007.0,['US'],2001,87,,The One,10796,21.223,6.1,MOVIE,49000000.0,72689126.0,23689126.0
3482,809,,"The film follows the journey of three young men, who flee from their wives, for a vacation to the international tourist-destination Goa. During the trip, they become friends with an immature youthful older man, who is on the verge of a divorce. The film explores their time in Goa",['comedy'],tm57256,tt2407826,3.8,286.0,['IN'],2012,150,,Husbands in Goa,154366,1.4,4.4,MOVIE,500000.0,1550000.0,1050000.0
3483,809,,"The film follows the journey of three young men, who flee from their wives, for a vacation to the international tourist-destination Goa. During the trip, they become friends with an immature youthful older man, who is on the verge of a divorce. The film explores their time in Goa",['comedy'],tm57256,tt2407826,3.8,286.0,['IN'],2012,150,,Husbands in Goa,154366,1.4,4.4,MOVIE,500000.0,1550000.0,1050000.0
3490,274,R,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",['comedy'],tm58382,tt0277371,5.7,105352.0,['US'],2001,89,,Not Another Teen Movie,11397,36.438,5.8,MOVIE,16000000.0,66468332.0,50468332.0
3491,190,PG,"Seeking vengeance on those who double-crossed him, an escaped prisoner impersonates an unsuspecting chef.","['comedy', 'action', 'crime', 'thriller']",tm58893,tt0164550,5.5,7618.0,['IN'],1998,165,,Duplicate,159090,4.112,6.0,MOVIE,4500000.0,10000000.0,5500000.0
3492,767,PG-13,"A small-time thug comes across a young girl who claims him to be her father, following which he realizes he has a lookalike who's being hunted by goons.","['action', 'comedy', 'crime']",tm59289,tt2077833,5.7,22497.0,['IN'],2012,143,,Rowdy Rathore,102632,6.89,6.1,MOVIE,6700000.0,31000000.0,24300000.0
3499,656,R,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.","['thriller', 'drama']",tm60292,tt1024648,7.7,600392.0,"['GB', 'US']",2012,120,,Argo,68734,18.069,7.3,MOVIE,44500000.0,232325503.0,187825503.0
3501,434,G,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension.","['romance', 'comedy', 'drama']",tm61056,tt0292490,8.1,71586.0,['IN'],2001,184,,Dil Chahta Hai,14752,5.704,7.0,MOVIE,2079000.0,4099000.0,2020000.0
3502,642,R,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May, 2011.","['thriller', 'drama', 'history', 'war']",tm61801,tt1790885,7.4,296416.0,['US'],2012,157,,Zero Dark Thirty,97630,24.241,7.0,MOVIE,40000000.0,132820716.0,92820716.0
3517,133,PG-13,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.","['thriller', 'crime', 'action']",tm65686,tt0120873,6.5,105286.0,['US'],1998,131,,U.S. Marshals,11808,24.205,6.5,MOVIE,60000000.0,102367405.0,42367405.0
3519,1620,PG-13,"'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.","['thriller', 'crime', 'drama', 'action']",tm66466,tt0315642,7.2,18681.0,['IN'],2016,103,,Wazir,275269,5.319,6.6,MOVIE,5200000.0,9200000.0,4000000.0
3520,1620,PG-13,"'Wazir' is a tale of two unlikely friends, a wheelchair-bound chess grandmaster and a brave ATS officer. Brought together by grief and a strange twist of fate, the two men decide to help each other win the biggest games of their lives. But there's a mysterious, dangerous opponent lurking in the shadows, who is all set to checkmate them.","['thriller', 'crime', 'drama', 'action']",tm66466,tt0315642,7.2,18681.0,['IN'],2016,103,,Wazir,275269,5.319,6.6,MOVIE,5200000.0,9200000.0,4000000.0
3536,162,G,"Anjali is left heartbroken when her best friend and secret crush, Rahul, falls in love with Tina. Years later, Tina's young daughter tries to fulfil her mother's last wish of uniting Rahul and Anjali.","['romance', 'comedy', 'drama']",tm67635,tt0172684,7.6,52036.0,['IN'],1998,185,,Kuch Kuch Hota Hai,11854,12.35,7.7,MOVIE,153000.0,15306000.0,15153000.0
3551,641,R,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.",['comedy'],tm68272,tt1636826,6.6,207830.0,['US'],2012,88,,Project X,57214,148.44,6.8,MOVIE,12000000.0,102731865.0,90731865.0
3553,735,G,"He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!","['drama', 'romance', 'comedy']",tm68436,tt2082197,8.1,81198.0,['IN'],2012,151,,Barfi!,127501,7.897,7.5,MOVIE,4437508.0,2804874.0,-1632634.0
3556,126,PG,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...","['drama', 'family', 'romance', 'comedy', 'european']",tm6859,tt0102492,6.9,80590.0,['US'],1991,103,,My Girl,4032,20.545,7.4,MOVIE,17000000.0,59489799.0,42489799.0
3557,700,PG-13,"The directorial debut of Dustin Hoffman, Quartet is a high-drama comedy about temperamental divas and old grudges, passion and pride, romance and Rigoletto. At a home for retired musicians, the annual concert to celebrate Verdi's birthday is disrupted by the arrival of Jean, an eternal diva and former wife of one of the residents. Expect poignancy and plenty of laughs.","['drama', 'comedy', 'romance', 'music']",tm69386,tt1441951,6.8,20297.0,['GB'],2012,98,,Quartet,121826,9.316,6.5,MOVIE,11000000.0,59520298.0,48520298.0
3561,338,PG-13,A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,"['action', 'drama', 'fantasy', 'history', 'thriller']",tm700,tt0443649,5.1,130813.0,"['US', 'ZA']",2008,109,,"10,000 BC",7840,24.671,5.4,MOVIE,105000000.0,269784201.0,164784201.0
3563,463,PG-13,Corrupt police and politicians target a computer engineer for trying to better the lives of less privileged citizens.,"['action', 'drama', 'thriller', 'crime']",tm70222,tt0479751,7.5,19777.0,['IN'],2007,189,,Sivaji: The Boss,24049,7.686,7.1,MOVIE,12000000.0,19000000.0,7000000.0
3567,267,PG-13,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.","['scifi', 'thriller', 'action', 'drama']",tm70807,tt0480249,7.2,745093.0,['US'],2007,101,,I Am Legend,6479,69.139,7.192,MOVIE,150000000.0,585410052.0,435410052.0
3568,6,R,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",['comedy'],tm70993,tt0079470,8.0,395024.0,['GB'],1979,94,,Life of Brian,583,17.77,7.8,MOVIE,4000000.0,20745728.0,16745728.0
3573,784,,"Chandrashekhar lives alone in a dark and violent city. Even with crime occurring all around him, he withdraws from all responsibility and lives quietly. Soon, change is forced upon him in order to catch a serial killer. Like a grandmaster who anticipates his opponents moves well in advance, he proceeds forward. But only once, just once, he makes a fatal mistake.","['thriller', 'action']",tm71992,tt2345561,6.9,2211.0,['IN'],2012,130,,Grandmaster,105506,3.101,6.5,MOVIE,120000.0,130000.0,10000.0
3577,428,PG-13,"Gurukant Desai hails from Idhar, a small village in Gujarat, but dreams of setting up his own business in Mumbai. After he returns from Turkey, he marries Sujatha for getting the dowry and arrives in Mumbai to start his business. This film chronicles the obstacles he meets, his subsequent rise and the huge backlash he receives when it is revealed that he used unethical means to rise in the business circuit.","['romance', 'documentation', 'drama', 'european']",tm72587,tt0499375,7.7,23708.0,['IN'],2007,166,,Guru,15772,8.071,6.7,MOVIE,4700000.0,31000000.0,26300000.0
3579,403,PG,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.","['thriller', 'drama', 'action', 'comedy', 'fantasy', 'romance']",tm73058,tt1423972,6.7,43052.0,['IN'],2007,162,,Om Shanti Om,8079,11.847,7.021,MOVIE,9100000.0,37707444.0,28607444.0
3581,220,R,"After a violent storm, a dense cloud of mist envelops a small Maine town, trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives, and worse, their sanity.","['horror', 'scifi', 'thriller']",tm74402,tt0884328,7.1,305346.0,['US'],2007,126,,The Mist,5876,37.369,6.9,MOVIE,18000000.0,57470220.0,39470220.0
3582,307,PG-13,"Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.","['drama', 'comedy', 'european']",tm74780,tt0825232,7.4,244028.0,['US'],2007,97,,The Bucket List,7350,22.0,7.2,MOVIE,45000000.0,175372502.0,130372502.0
3583,672,PG-13,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.","['scifi', 'thriller', 'action', 'crime']",tm74848,tt1386703,6.2,253352.0,"['CA', 'US']",2012,118,,Total Recall,64635,51.651,5.967,MOVIE,125000000.0,198802074.0,73802074.0
3589,408,PG-13,A depressed wealthy businessman and a spunky and care-free young woman embark on an unexpected journey that changes their lives.,"['romance', 'comedy', 'drama']",tm76835,tt1093370,7.9,52531.0,['IN'],2007,144,,Jab We Met,11807,8.69,7.4,MOVIE,2300000.0,4600000.0,2300000.0
3591,358,PG-13,"A depressed housewife who learns her husband was killed in a car accident the day previously, awakens the next morning to find him alive and well at home, and then awakens the day after to a world in which he is still dead.","['thriller', 'drama', 'fantasy']",tm77649,tt0477071,5.9,78494.0,['US'],2007,96,,Premonition,9963,14.21,6.3,MOVIE,20000000.0,84297309.0,64297309.0
3592,506,PG-13,"Six newly-married, diverse, honeymooning couples face marital bliss and discord, finding out more about themselves, their significant others and life in this happy-go-lucky, quirky drama.","['comedy', 'drama', 'romance']",tm77863,tt0808306,6.1,2648.0,['IN'],2007,118,,Honeymoon Travels Pvt. Ltd.,46386,5.216,5.3,MOVIE,1400000.0,2500000.0,1100000.0
3596,252,R,A law firm brings in its 'fixer' to remedy the situation after a lawyer has a breakdown while representing a chemical company that he knows is guilty in a multi-billion dollar class action suit.,"['thriller', 'drama', 'crime']",tm78592,tt0465538,7.2,165109.0,['US'],2007,114,,Michael Clayton,4566,16.97,6.7,MOVIE,25000000.0,92991835.0,67991835.0
3597,333,R,"Single father and former cop Tom Cutler has an unusual occupation: he cleans up death scenes. But when he's called in to sterilize a wealthy suburban residence after a brutal shooting, Cutler is shocked to learn he may have unknowingly erased crucial evidence, entangling himself in a dirty criminal cover-up.","['thriller', 'crime']",tm78671,tt0896798,6.1,42285.0,['US'],2007,88,,Cleaner,13252,11.509,6.0,MOVIE,25000000.0,5796630.0,-19203370.0
3598,313,G,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.","['family', 'comedy', 'european']",tm78919,tt0453451,6.4,125160.0,"['US', 'FR', 'DE', 'GB']",2007,90,,Mr. Bean's Holiday,1268,32.512,6.3,MOVIE,25000000.0,232225908.0,207225908.0
3600,289,R,"After being committed for 17 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger",['horror'],tm79895,tt0373883,6.0,119606.0,['US'],2007,109,,Halloween,2082,38.491,6.2,MOVIE,15000000.0,80460948.0,65460948.0
3603,507,R,"Satyaveer is an engineer suspended for allegedly accepting a bribe. However, Satyaveer, proud author of a tawdry and thoroughly unsuccessful crime novel, is approached by a woman named Manorama to investigate her husband, whom she suspects of having an affair.","['drama', 'thriller', 'crime']",tm80455,tt0920464,7.6,8110.0,['IN'],2007,137,,Manorama Six Feet Under,46404,4.553,6.5,MOVIE,4000000.0,4500000.0,500000.0
3605,234,PG-13,"It's the 1970s and San Diego anchorman Ron Burgundy is the top dog in local TV, but that's all about to change when ambitious reporter Veronica Corningstone arrives as a new employee at his station.",['comedy'],tm80906,tt0357413,7.1,353118.0,['US'],2004,95,,Anchorman: The Legend of Ron Burgundy,8699,20.606,6.7,MOVIE,26000000.0,90574188.0,64574188.0
3606,328,PG-13,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.","['action', 'fantasy', 'family']",tm81030,tt0385752,6.1,187485.0,"['GB', 'US']",2007,113,,The Golden Compass,2268,20.255,6.0,MOVIE,180000000.0,372234864.0,192234864.0
3625,341,PG-13,"Join uptight David Starsky and laid-back Ken ""Hutch"" Hutchinson as they're paired for the first time as undercover cops. The new partners must overcome their differences to solve an important case with help from street informant Huggy Bear and persuasive criminal Reese Feldman.","['comedy', 'crime']",tm81270,tt0335438,6.1,146880.0,['US'],2004,101,,Starsky & Hutch,9384,13.938,5.8,MOVIE,60000000.0,170268750.0,110268750.0
3682,3388,,A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,"['comedy', 'drama', 'european']",tm818502,tt9063902,7.2,6588.0,['ES'],2019,101,,"Live Twice, Love Once",613090,14.209,7.5,MOVIE,1450000.0,368430.0,-1081570.0
3683,3388,,A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,"['comedy', 'drama', 'european']",tm818502,tt9063902,7.2,6588.0,['ES'],2019,101,,"Live Twice, Love Once",613090,14.209,7.5,MOVIE,1450000.0,368430.0,-1081570.0
3689,3031,,two brothers whose lives are torn apart by the murder of their father. Match follows the different paths taken by the brothers after the death and the consequences that come from their actions.,['drama'],tm819641,tt10546234,4.1,7.0,[],2017,7,,Match,116,0.6,,MOVIE,15000000.0,85306374.0,70306374.0
3696,3237,,"As a grisly virus rampages a city, a lone man stays locked inside his apartment, digitally cut off from seeking help and desperate to find a way out.","['horror', 'thriller', 'action', 'drama']",tm820190,tt10620868,6.3,38313.0,['KR'],2020,98,,#Alive,614696,58.967,7.3,MOVIE,6300000.0,13416285.0,7116285.0
3697,4510,,An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.,"['crime', 'fantasy', 'thriller', 'drama', 'action']",tm820338,tt10871460,5.6,535.0,['TW'],2019,94,,The 9th Precinct,615137,14.932,6.1,MOVIE,1413543.0,1862261.0,448718.0
3698,4510,,An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.,"['crime', 'fantasy', 'thriller', 'drama', 'action']",tm820338,tt10871460,5.6,535.0,['TW'],2019,94,,The 9th Precinct,615137,14.932,6.1,MOVIE,1413543.0,1862261.0,448718.0
3703,3118,R,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,"['comedy', 'drama']",tm821789,tt10618286,6.8,72295.0,['US'],2020,131,,Mank,614560,13.068,6.8,MOVIE,25000000.0,122252.0,-24877748.0
3767,419,G,"NASA employee Mohan Bhargav comes to India to take his grandmother along with him at his home abroad. During his stay at his native place, he comes across various social issues faced by the villagers and decides to take a stand for them, to improve their quality of life.","['drama', 'european']",tm82765,tt0367110,8.1,89556.0,"['IN', 'US']",2004,189,,Swades,15774,10.352,7.4,MOVIE,2900000.0,4800000.0,1900000.0
3859,372,PG,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.","['drama', 'family']",tm83786,tt0986264,8.3,189685.0,['IN'],2007,165,,Like Stars on Earth,7508,17.66,8.012,MOVIE,2600000.0,28430000.0,25830000.0
3873,3623,,"A young couple who makes popular YouTube videos for children sets out to win an award, but an evil mastermind stands in the way of their success.","['comedy', 'family', 'european']",tm839411,tt11559652,1.6,370.0,['IT'],2020,64,,Me Against You: Mr. S's Vendetta,640344,8.374,8.2,MOVIE,75000.0,9500000.0,9425000.0
3878,3153,R,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,"['drama', 'history', 'thriller']",tm840196,tt1070874,7.7,173103.0,['US'],2020,130,,The Trial of the Chicago 7,556984,15.07,7.8,MOVIE,35000000.0,107423.0,-34892577.0
3909,526,PG-13,"On a calm summer day in 1991, in the bustling Lokhandwala Complex, five criminals including Maya and Dilip were counting 70 lakhs in flat no. 32 B, when 286 policemen, headed by ACP Khan, took strategic positions around their building. A gunfire ensued and the entire nation witnessed the most talked about daylight encounter lasting 6 hours that transformed suburban Mumbai into a war zone.","['action', 'crime', 'drama', 'history']",tm84316,tt0811066,7.1,10213.0,['IN'],2007,145,,Shootout at Lokhandwala,20742,5.534,6.5,MOVIE,11000000.0,12000000.0,1000000.0
3920,4021,,"Elisa is only forty when an incurable disease takes her from her husband and their daughter. Before her heart stops, Elisa finds a way to stay close to her: a gift for every birthday up to her adult age, 18 gifts to try to accompany her child's growth year after year.","['drama', 'fantasy', 'european']",tm843938,tt10816484,6.9,3791.0,['IT'],2020,110,,18 Presents,630220,10.49,7.5,MOVIE,2500000.0,3486375.0,986375.0
3929,3804,PG-13,"Fate plays a vital role in connecting the life of Bantu, a son who seeks validation from his cold-hearted father with the life of Raj, whose millionaire father wishes that he was more assertive.","['action', 'drama', 'comedy']",tm844250,tt9537292,7.3,17029.0,['IN'],2020,165,,Ala Vaikunthapurramuloo,628241,9.691,6.8,MOVIE,14000000.0,28859072.0,14859072.0
4076,4303,,"A divorced woman trying to get hired as a French tutor and teaching classical dance, and she has a daughter. Her brother Manuel also resides in a flat in Chennai. Their next door neighbours are Unnikrishnan, a retired Major who has a pet dog, Prabhakaran and Bibeesh who lives with a serial-actress aunt (not related by blood) and his young school going brother. The story revolves around the divorced mother and daughter finding happiness of love in their own ways. The film explores commonality of romantic love in different stages of life.","['comedy', 'family', 'romance', 'drama']",tm854454,tt11531530,6.9,2803.0,['IN'],2020,145,,Varane Avashyamund,659731,3.258,7.0,MOVIE,587640.0,4139731.0,3552091.0
